Date,Momentum3Close,Momentum4Close,Momentum5Close,Momentum8Close,Momentum9Close,Momentum10Close,Stochastic3k,Stochastic3D,Stochastic4k,Stochastic4D,Stochastic5k,Stochastic5D,Stochastic8k,Stochastic8D,Stochastic9k,Stochastic9D,Stochastic10k,Stochastic10D,Williams %R6r,Williams %R7r,Williams %R8r,Williams %R9r,Williams %R10r,PROC12Close,PROC13Close,PROC14Close,PROC15Close,WADL15Close,MACD3030,CCI15Close,Bollinger15Upper,Bollinger15Mid,Bollinger15Lower,Heiken15Open,Heiken15High,Heiken15Low,Heiken15Close,PAverage2Open,PAverage2High,PAverage2Low,PAverage2Close,Slope3High,Slope4High,Slope5High,Slope10High,Slope20High,Slope30High,Fourier10a0,Fourier10a1,Fourier10b1,Fourier10w1,Fourier20a0,Fourier20a1,Fourier20b1,Fourier20w1,Fourier30a0,Fourier30a1,Fourier30b1,Fourier30w1,Sine5a0,Sine5b1,Sine5w1,Sine6a0,Sine6b1,Sine6w1,Open,High,Low,Close,Volume
2012-07-02,-1.4599999999999973,-2.329998,-1.2900010000000002,-0.8300000000000018,-1.1400000000000006,-0.6400000000000006,-5.118112251225253,-12.975822453781428,-5.118112251225253,-12.178049482091163,-5.098037216455951,-5.700524216698343,2.545418181818155,34.465568958089044,33.66335800411929,51.05109881052412,47.45097108804486,58.60753165447567,-105.09803721645595,-105.09803721645595,-97.45458181818185,-66.33664199588071,-52.54902891195514,29.77,29.77,29.77,29.77,176719758.93589988,0.4492225595156576,124.12195520118651,34.616991989368934,30.893333333333338,27.169674677297742,-21611124.645130895,14122000.0,-21611124.645130895,14122000.0,31.584999999999994,31.860000000000014,30.65499949999999,30.935000000000002,-0.4550010000000011,-0.5060000000000006,-0.33100000000000096,0.039393824242424214,0.3721729406015038,-0.07599109210233594,-0.06677652411657303,0.11101956929077852,0.4633332379620361,0.6078156921954685,0.20497196903611617,-0.40450314306575713,0.3387060911519507,1.0586049429629139,-0.26044789409412933,-0.857579525269112,0.08579294513363418,1.2106591014889692,0.7079927556583606,-1.6388063308257779,0.6693600319899152,-0.5193270713188819,0.8787276759165152,1.8057033472933517,31.25,31.73,30.549999,30.77,14122000
2012-07-03,-0.16000000000000014,-1.0299989999999966,-1.899996999999999,-0.6399989999999995,-0.3999990000000011,-0.7099989999999998,20.56077517684558,-2.788935991283516,16.41795388729619,-4.128097109333175,16.41795388729619,-3.2713643512990167,16.356908417506126,20.24466647108886,18.181818181818183,35.25557808017799,44.306944478479096,51.01430669515607,-83.64309158249388,-83.64309158249388,-83.64309158249388,-81.81818181818181,-55.69305552152091,30.200001,30.200001,30.200001,30.200001,180225216.4630999,0.42803550218147635,106.09627008988957,34.32955483603003,31.14666673333334,27.963778630636654,-21611124.645130895,14122000.0,-21611124.645130895,14122000.0,31.07999999999999,31.585000500000014,30.674998999999993,30.9850005,-0.2299994999999999,-0.37100050000000023,-0.4330000000000002,-0.03884850303030306,0.3511654172932331,0.020954401557285902,-0.11003843435431807,-0.06975581650583781,0.6075028827750605,0.7983287253406491,0.2521429818944837,0.41425986439778784,0.1878642470360414,0.9781879134297147,-0.09121647855537719,-0.20519319998074817,0.2178408560505413,0.9078177785176783,-0.36674038200611214,-0.4801366406139734,1.2090998278384053,0.6117413537146174,-1.4625325164657996,0.625724754746377,30.91,31.440001000000002,30.799999,31.200001,8763600
2012-07-05,0.3699989999999964,0.10999799999999738,-0.760000999999999,-1.5800000000000018,-0.370001000000002,-0.13000100000000359,56.097560975609625,23.84674130040996,39.14888619291115,16.816242609660694,31.833910034602006,14.384608901814076,31.724116052333688,16.875480883885952,31.724116052333688,27.856430746090396,31.724116052333688,41.16067720628591,-68.16608996539799,-68.27588394766632,-68.27588394766632,-68.27588394766632,-68.27588394766632,30.469998999999998,30.469998999999998,30.469998999999998,30.469998999999998,184739651.43099988,0.4218421287280414,78.3920098644308,33.778426962599596,31.426666666666673,29.07490637073375,-21611124.645130895,14122000.0,-21611124.645130895,14122000.0,31.114999999999995,31.53500000000001,30.90999949999999,31.335,-0.27499949999999806,-0.2509993999999992,-0.3380000999999997,-0.12199997575757571,0.321616554887218,0.06441603070077864,-0.09387096381950691,0.4561240258013238,0.33035530727475576,0.7495254240681238,0.19387948809988545,0.32011702442828904,0.2773379968628126,1.0959582574090454,0.014838917793477938,0.31466724484278935,-0.040710870092270784,0.8399587777686958,-0.8390734117821527,1.1785268367522261,0.36698158705524764,-0.2807473506903372,-0.5420856593170565,1.0903341651697422,31.32,31.629998999999998,31.02,31.469998999999998,10032100
2012-07-06,0.9600000000000009,0.629999999999999,0.36999899999999997,-0.3300009999999993,-1.3199989999999993,-0.10999999999999943,81.94445698301611,52.86759771182375,71.9512804878049,42.50604018933741,50.21274440926247,32.82153611038688,40.68966159333685,29.590228687725517,40.68966159333685,30.19853194249625,40.68966159333685,38.906907374716575,-59.16951557093423,-59.16951557093423,-59.31033840666315,-59.31033840666315,-59.31033840666315,30.73,30.73,30.73,30.73,189884083.43099988,0.42748855704384425,52.92147855739755,33.243644290055265,31.65599993333334,30.068355576611413,-21611124.645130895,14122000.0,-21611124.645130895,14122000.0,31.380000499999994,31.764999500000012,31.139999999999993,31.599999500000003,-0.050000500000001225,-0.13700019999999996,-0.1669999000000001,-0.2024849030303032,0.27993232406015034,0.09025361979977752,-0.09149827937039624,0.5572175626004291,-0.10156314014935683,0.748664776118178,0.2634768070648845,0.2839260317317985,-0.43306029393570755,1.0339898101120646,0.006869894579570489,0.019890720069735086,-0.5900980357326918,1.1202862716557822,-0.3727393070347904,0.6933347435520986,0.4905310474024305,-0.09171175910270672,-0.3864140929379397,1.182980732173483,31.440001000000002,31.9,31.26,31.73,10945600
2012-07-09,0.9699969999999993,1.399998,1.0699979999999982,-0.9299999999999997,0.1099969999999999,-0.880001,137.28793450175033,91.77665082012533,112.49985243065812,74.53333970379138,98.78042682926825,60.275693757710904,56.05532871972317,42.8230354551312,55.861995957244154,42.75859120097157,55.861995957244154,42.75859120097159,-31.063960343880442,-43.94467128027683,-43.94467128027683,-44.138004042755846,-44.138004042755846,31.169998,31.169998,31.169998,31.169998,193085383.8605999,0.45270231547814177,43.88292476257777,33.116487542877344,31.79999980000001,30.483512057122677,-21611124.645130895,14122000.0,-21611124.645130895,14122000.0,31.769999499999994,32.39000050000001,31.624999999999993,31.949999000000005,0.22999949999999814,0.06999979999999902,-0.02800010000000022,-0.22660612727272755,0.23824059022556376,0.11118798998887651,-0.04544518653230898,-0.1220460366093712,-0.42466963837331284,0.5220332034766654,0.2676827424920775,-0.3258104739615515,-0.31745848512169766,0.9872029735907716,0.0017751971866358169,-0.5192742695303378,-0.17979200441923793,1.1252462707984612,-0.17555476729448902,0.6026413380511517,0.5235438169748329,0.13027841001345855,-0.19263460279690844,1.1499243289891434,32.099998,32.880001,31.99,32.169998,17785200
2012-07-10,0.0,0.2699979999999975,0.6999989999999983,-0.760000999999999,-1.6299990000000015,-0.5900020000000019,60.909035537240314,93.38047567400223,68.14809766807572,84.19974352884624,63.888844521635676,70.96067192005546,31.833910034602006,42.85963344922064,31.833910034602006,42.795189195061006,31.724116052333688,42.75859120097159,-43.902439024390375,-60.85111380708884,-68.16608996539799,-68.16608996539799,-68.27588394766632,30.469998999999998,30.469998999999998,30.469998999999998,30.469998999999998,178673174.59109992,0.43104901479743774,43.72551691187075,33.11576524068946,31.803999733333338,30.492234225977217,-21611124.645130895,14122000.0,-21611124.645130895,14122000.0,32.26499899999999,32.680000500000006,31.57499999999999,31.819998500000004,0.625001000000001,0.45900009999999936,0.2760000999999996,-0.12666662424242453,0.21018044962406005,0.14360845539488312,-0.041706572281223785,0.34296663462909743,-0.6146099734157162,0.836976273825426,0.24247016898743304,-0.4845788518891247,0.127562611409443,0.9803559494929922,-0.005139096730534983,-0.2933798034336554,0.4119271498733777,1.092397684967171,0.034484564133545434,0.4764186693518919,1.0047270846636511,-0.3143758749668668,0.8213681713529737,0.6689514453048879,32.43,32.48,31.16,31.469998999999998,14269500
2012-07-11,-0.7600010000000026,-0.5,-0.23000200000000248,-0.3900020000000026,-1.260000999999999,-2.1299990000000015,-2.688224361169791,65.16958189260693,8.173069064356579,62.94033972103014,18.02573560022687,60.23166898371026,17.872317609807222,35.25385212137743,14.532871972318272,34.07625932138815,14.532871972318272,34.03966132729873,-81.97426439977313,-81.97426439977313,-82.12768239019277,-85.46712802768172,-85.46712802768172,29.969998999999998,29.969998999999998,29.969998999999998,29.969998999999998,170985297.59109992,0.38215877975192214,45.939798379361115,33.119526951380834,31.741333,30.363139048619168,-21611124.645130895,14122000.0,-21611124.645130895,14122000.0,31.95499999999999,32.01999950000001,30.85499949999999,31.219999000000005,0.28999999999999915,0.3530003999999998,0.33299999999999913,-0.07030300000000025,0.17360149624060148,0.1718020084538375,-0.229171101257719,-0.6391411171874963,-0.03220025875802692,0.6114829412633159,0.18691458211170756,-0.18721684186982177,0.5576512779927442,0.9682050742449319,0.08778175371952626,0.47603057792265085,-0.21355095975486707,0.994295373949941,-0.02915707512447303,0.5813504101027078,1.3367677107556204,0.014605623794657076,0.5031046225600126,0.9897712786192503,31.48,31.559998999999998,30.549999,30.969998999999998,13030300
2012-07-12,-1.359999000000002,-0.9200010000000027,-0.6600000000000001,-0.29000100000000373,-0.5500020000000028,-1.4200009999999992,-20.34888351809112,12.623975885993113,-11.290370273994574,21.67693215281258,0.48076876849147304,27.46511629678467,11.158788704902312,20.288338783103807,11.063815663213958,19.143532556711417,8.996539792387473,18.41784260567984,-88.8412112950977,-88.8412112950977,-88.8412112950977,-88.93618433678604,-91.00346020761252,29.809998999999998,29.809998999999998,29.809998999999998,29.809998999999998,164317873.2903999,0.3302014978787753,48.644372640972485,33.14799744589584,31.688666266666665,30.22933508743749,-13719374.411290085,11300700.0,-13719374.411290085,11300700.0,31.09000049999999,31.479999500000016,30.57499949999999,30.889999000000003,-0.6600010000000012,-0.14200040000000058,0.043999999999999775,-0.029575860606060923,0.1125112503759397,0.18557953770856506,-0.037958815951129224,-0.5076330746629942,-0.13364158549991237,0.8313603745736556,0.17568884425764175,0.3960759184734594,0.4209583972149415,0.9486535620221433,0.11777578908390786,0.1367087300763739,-0.5769635999657893,0.9923136802614454,0.4717540633004412,-0.9476500733184718,0.5782480072911618,-0.06546039605180426,0.5573379896054083,1.2586049075513788,30.700001,31.4,30.6,30.809998999999998,11300700
2012-07-13,-0.75,-1.4499990000000018,-1.0100010000000026,-0.05000100000000174,-0.3800010000000036,-0.6400020000000026,7.296131076282258,-5.2469922676595715,7.296131076282258,1.3929432888814262,7.296131076282258,8.600878481666868,7.296131076282258,12.109079130330558,7.296131076282258,10.964272903938168,7.234033318255257,10.254481694320363,-92.70386892371775,-92.70386892371775,-92.70386892371775,-92.70386892371775,-92.76596668174474,29.719998999999998,29.719998999999998,29.719998999999998,29.719998999999998,161479960.18209988,0.2800259813215078,51.28678711001206,33.152603146633695,31.613999533333335,30.075395920032975,-13719374.411290085,11300700.0,-13719374.411290085,11300700.0,30.870000999999988,31.235000000000017,30.579999499999992,30.764999000000003,-0.5399999999999991,-0.5360004000000004,-0.23200020000000024,-0.010787860606060875,0.04864658421052618,0.18362402380422674,-0.016145856916039522,-0.40888552001101647,0.19120328246068932,0.83306611533486,0.1196013600230549,0.5008062222357493,0.002372072131389999,0.9462969100849257,0.055736193968655263,-0.5004254959312625,-0.21201459516371504,0.9662253229837762,0.21904914356206548,-0.8050762550010174,0.7466371287966229,0.4275716567917282,0.8888516710339024,-0.5240539348821038,31.040001,31.07,30.559998999999998,30.719998999999998,8108300
2012-07-16,-2.719998999999998,-3.219998999999998,-3.9199979999999996,-2.9500010000000003,-2.5199999999999996,-2.8500000000000014,-119.17087089592198,-44.07454111257696,-98.71231870187233,-34.235519299861544,-98.71231870187233,-30.311806285699532,-98.71231870187233,-26.752466306895958,-98.71231870187233,-26.784123987458702,-98.71231870187233,-27.493915197076507,-198.7123187018723,-198.7123187018723,-198.7123187018723,-198.7123187018723,-198.7123187018723,27.25,27.25,27.25,27.25,105967735.18209988,0.09775194028858891,71.27846756946857,33.432353627084055,31.2939996,29.155645572915944,-13719374.411290085,11300700.0,-13719374.411290085,11300700.0,30.770000499999988,30.785000000000014,29.38499899999999,29.484999500000004,-0.24499949999999868,-0.4389998999999989,-0.4700001999999998,-0.03915155151515164,-0.021421089473684336,0.1795439334816462,-0.26136903415517176,-0.48719384943039606,0.18442944647663703,1.3127376988794017,-0.0935692047053268,0.4188641919982242,-0.03765286335018819,1.1321490635393154,0.0312653599336827,-0.41977516642123003,-0.22983073788849656,1.0824301091847057,-1.213069141879255,1.3451369235867485,0.9239588798943291,-0.7831597240146768,0.7841307990011331,0.8025478740405703,30.5,30.5,28.209999,28.25,24672100
